taps_from_fp,transition_1_to_2,transition_2_to_3,transition_3_to_4,transition_4_to_5,transition_5_to_6,transition_6_to_7,transition_7_to_8,transition_8_to_9,transition_9_to_10,transition_10_to_11,transition_11_to_12,transition_12_to_13,transition_13_to_14,transition_14_to_15,transition_15_to_16,transition_16_to_17,transition_17_to_18,transition_18_to_19,transition_19_to_20,transition_20_to_21,transition_21_to_22,transition_22_to_23,transition_23_to_24,transition_24_to_25,transition_25_to_26,transition_26_to_27,transition_27_to_28,transition_28_to_29,transition_29_to_30,transition_30_to_31,transition_31_to_32,transition_32_to_33,transition_33_to_34,transition_34_to_35,transition_35_to_36,transition_36_to_37,transition_37_to_38,transition_38_to_39,transition_39_to_40,transition_40_to_41,transition_41_to_42,transition_42_to_43,transition_43_to_44,transition_44_to_45,transition_45_to_46,transition_46_to_47,transition_47_to_48,transition_48_to_49,transition_49_to_50,transition_50_to_51,transition_51_to_52,transition_52_to_53,transition_53_to_54,transition_54_to_55,transition_55_to_56,transition_56_to_57,transition_57_to_58,transition_58_to_59,transition_59_to_60,transition_60_to_61,transition_61_to_62,transition_62_to_63,transition_63_to_64,transition_64_to_65,transition_65_to_66,transition_66_to_67,transition_67_to_68,transition_68_to_69,transition_69_to_70,transition_70_to_71,transition_71_to_72,transition_72_to_73,transition_73_to_74,transition_74_to_75,transition_75_to_76,transition_76_to_77,transition_77_to_78,transition_78_to_79,transition_79_to_80,transition_80_to_81,transition_81_to_82,transition_82_to_83,transition_83_to_84,transition_84_to_85,transition_85_to_86,transition_86_to_87,transition_87_to_88,transition_88_to_89,transition_89_to_90,transition_90_to_91,transition_91_to_92,transition_92_to_93,transition_93_to_94,transition_94_to_95,transition_95_to_96,transition_96_to_97,transition_97_to_98,transition_98_to_99,transition_99_to_100,transition_100_to_101,transition_101_to_102,transition_102_to_103,transition_103_to_104,transition_104_to_105,transition_105_to_106,transition_106_to_107,transition_107_to_108,transition_108_to_109,transition_109_to_110,transition_110_to_111,transition_111_to_112,transition_112_to_113,transition_113_to_114,transition_114_to_115,transition_115_to_116,transition_116_to_117,transition_117_to_118,transition_118_to_119,transition_119_to_120,transition_120_to_121,transition_121_to_122,transition_122_to_123,transition_123_to_124,transition_124_to_125,transition_125_to_126,transition_126_to_127,transition_127_to_128,transition_128_to_129,transition_129_to_130
-50,0.113078904267015,0.0679856597469324,0.147340233229183,0.0876148836317035,0.0757701524193588,0.0929593915571428,0.0282233568519454,0.0698987078292874,0.0955623115961286,0.0782695108282826,0.0779382558696002,0.0981331420302445,0.0553793737281388,0.0721174442542643,0.0902222320313689,0.0210898000626011,0.0756782199417882,0.0369343275683426,0.0372660706298686,0.0637089601673903,0.0527826936016881,0.0482899298960623,0.0498951199754148,0.0528213739018246,0.0985309092622472,0.106578158494988,0.0936636608317477,0.0818655013947906,0.13150318069096,0.0321585952145093,0.0993254746683185,0.130566272815652,0.0374252263660335,0.0553138402312269,0.0457566480933352,0.0612732321521245,0.0669209207941492,0.0489469678321612,0.0527592394777806,0.104474154381318,0.113187848920602,0.0421650214652879,0.0785026639664184,0.0495289239051963,0.0288253348605798,0.113345301249239,0.135057775140064,0.0610380874100713,0.114555986630791,0.0717839363179258,0.0564892390142081,0.0785485349527172,0.154433947209822,0.105313732815113,0.111174078345885,0.0982628662788401,0.0602760187602378,0.0562625768578414,0.0611800014978128,0.122818641358972,0.0779152426859982,0.0646253443202602,0.0653332115008687,0.0719220667002873,0.0728764315722836,0.0787302486949471,0.0206362124721292,0.0912053513380092,0.110630156717442,0.0784329996207418,0.0656436819588896,0.0545202506799661,0.0592447885970361,0.0515785902754412,0.123280068819579,0.0741581980466977,0.0413771450615619,0.0695671991924688,0.0212415061448745,0.0144399476871678,0.0455556952689484,0.0706098978971501,0.0164560980854957,0.0305321338552879,0.0875791243288786,0.0446491938770117,0.105710307197713,0.154103796219957,0.0656169189554576,0.0251030641605462,0.0951223061701643,0.176099756220898,0.13827413168993,0.101844519671711,0.0664146548397892,0.0335387573631948,0.0240351654844879,0.0316182865982121,0.0840386509462098,0.0465734326744921,0.0674089464412665,0.0845549715356741,0.0203849935714207,0.0763497981692258,0.0926160592785326,0.0724133538763181,0.0631284846177571,0.0474150552828716,0.0415461726674212,0.0330360590556894,0.0574847526852664,0.0361980397502765,0.0123012525876538,0.0752251563544638,0.0850728521378333,0.0699918052299697,0.0193324211692136,0.027298889297305,0.0204253341706769,0.0315206222143467,0.054474304847302,0.0436061879419356,0.106339993744633,0.165584107265147,0.111620514314541,0.0313602786186648,0.062350091661686,0.0355778164580706,0.0304983281919879
-49.5,0.0813122888451074,0.071270466837289,0.0986926866119644,0.0777707441199397,0.0746499387773158,0.0820685601786267,0.0213937543089197,0.0794640160974058,0.117197912033188,0.0979252828381059,0.0432092490647027,0.127911511345869,0.0721469981525709,0.10186195315316,0.0428906599548321,0.0528729218293207,0.0598579268205197,0.0899124595507642,0.0760767194500417,0.0808791690139905,0.0507527471812974,0.0925128474706838,0.041683451434431,0.0402728121755104,0.0951208640044057,0.102048867736234,0.100115899066384,0.0585959149879966,0.111620382761032,0.0605213471454384,0.102994993961482,0.107451712986766,0.0302633897247818,0.0440816671002706,0.0668272433951352,0.0709034369249628,0.0685325716360093,0.0434702615594554,0.0801689086244678,0.0559631536589708,0.0870467320595542,0.0208375605237935,0.0729514632526983,0.0735285620139637,0.0355674906624543,0.1030749453172,0.14944817517541,0.0898588582750514,0.12376291557942,0.0930595974364802,0.0483193653968098,0.0657798867732895,0.154531751131156,0.139704148479045,0.0883552330887678,0.0286895393121465,0.0227520028257552,0.0220012965269931,0.0600697420649622,0.10249882924219,0.102142095756544,0.0737931956508418,0.00981204855116539,0.0505095958498191,0.110542515760191,0.0940710548307232,0.058254747674188,0.112926770205014,0.0939433376992573,0.0578267619595513,0.0508454337645453,0.0850862546952172,0.090660953454746,0.055087950492875,0.0892122368098616,0.0521538888609385,0.0140343828146315,0.0347683794608814,0.0332360301413372,0.0806595013236193,0.0620859655794447,0.0687254970668529,0.0187586444340233,0.0729071968826213,0.103001087950265,0.045222717524213,0.115974245367029,0.159559938783245,0.0341969202058991,0.0424657993218967,0.0945420303329787,0.107228585071737,0.0768362519717347,0.0883968468215061,0.0732941704523473,0.014822137177012,0.0347315963279589,0.0284715101271386,0.0560176578647035,0.0322005406006875,0.151262915008364,0.139178639445598,0.0466028871652854,0.106848565720091,0.106375442398257,0.0845778331834855,0.0662987932266041,0.0818904675627911,0.0290364008131162,0.0576487664656761,0.0189195257862119,0.0569585470609593,0.0281067178158862,0.0471049666204923,0.0718322629496365,0.120626448316941,0.0729749410453539,0.0668113534869359,0.0458482273415488,0.0117203370858461,0.0535733258470182,0.0506682234820052,0.145185700016168,0.192921151700988,0.0994013381991001,0.00517508842617989,0.0622907305649962,0.044804681210571,0.025551626405162
-49,0.0779457353973595,0.0799619681969122,0.0666481922804279,0.0894513196127061,0.0623753106052762,0.0847144696820527,0.0500078178977522,0.0343988985507389,0.0982561311708044,0.150547155119616,0.0163605315249671,0.128687850297858,0.084072374967512,0.111882915101319,0.0480884913022082,0.0855910704294092,0.0641132871461116,0.114825487869242,0.119097691261359,0.103820195542965,0.0328102210603228,0.112992300130023,0.0442239638155434,0.0205647755710131,0.0908784470063647,0.117922316914579,0.114123548436692,0.0465884122066879,0.0733354712010166,0.0492856753694142,0.0959706453484089,0.0804759058347576,0.039451005781448,0.0441875966019405,0.0730395695643557,0.0777200542434096,0.0767074396238697,0.0829064505548368,0.0983922129747584,0.0114416157233879,0.0546259596524205,0.0123117701890773,0.0735657108961132,0.0822819595021654,0.0473197520898803,0.0843661232657005,0.1491774411813,0.115137468672053,0.126258835050756,0.11644674217416,0.0664094769859125,0.0671837097371435,0.117712047710262,0.11451954229558,0.0392597851315798,0.0260896905729212,0.0226204854498846,0.0337765657497812,0.0722130995581222,0.0970807125085238,0.104432210576398,0.0773428166752547,0.0434548199960121,0.0396481530758204,0.107035838880911,0.146750236637309,0.115484828851241,0.145135891138688,0.0475562007701387,0.0565736019590862,0.0366574088728055,0.0755593720735823,0.0354340115261247,0.0987061023576147,0.0755434822731814,0.041808458945198,0.0256398902195234,0.0157428444704806,0.0415088600742017,0.0871756828184666,0.0567672468147253,0.054275357450965,0.0561041509080998,0.0546374738136822,0.0956870512123473,0.0618927135457508,0.0831642275441036,0.117033353764143,0.0199691458902212,0.111544104936301,0.146151595703703,0.0676621440344121,0.0106387947407878,0.108262230039093,0.1074401629238,0.0236673999405385,0.0477786161561119,0.0292881236918572,0.0664817301862554,0.0122459219980608,0.158706980236945,0.140699012331298,0.0440115077610033,0.116245881376717,0.0993657714206869,0.065033131116805,0.0726267957657682,0.0741582901415699,0.0270037649402794,0.0750688964954708,0.0213382244921743,0.0910782726161406,0.0697479377179759,0.063308685116039,0.0682237501938583,0.104012815955475,0.0894122480685015,0.0922453406324258,0.0377041736993165,0.0547381375530475,0.0243408802351405,0.0525803039212291,0.127426460680576,0.179222401808803,0.0807181661319777,0.0213345421482259,0.0638450722981043,0.0851030406908851,0.0870743141887844
-48.5,0.0571889027990534,0.0752974808314922,0.0450541259429898,0.0727616564871316,0.0556034674021973,0.0924504520945143,0.0747417501106442,0.0339765144413843,0.056686038946773,0.126507507231841,0.0232557671607439,0.0970268239112992,0.108294801688255,0.102891781602561,0.100816892749296,0.0667736386627245,0.0939797279266101,0.112137709390238,0.0991441461246387,0.071862425993422,0.0160893651602283,0.137189058831052,0.0680911823989283,0.0393670514631349,0.0914326598134076,0.116124265852392,0.103934316573606,0.051266854341544,0.0389370389138818,0.0452572819420682,0.105933368863089,0.0613853673083429,0.0599033206383273,0.0882545627854793,0.0593722086383275,0.0913652509723584,0.0616464474222369,0.0761448823025698,0.118863952708236,0.0383885052475763,0.0634022125540561,0.0440556536766734,0.0691035256619604,0.067044866807702,0.0673390805780791,0.0512409598865327,0.129108376885991,0.116229810777368,0.0929816763848789,0.12208734936712,0.0987028195034935,0.081357692738502,0.0948575604153209,0.118954629616824,0.0293332355078989,0.0251279198865996,0.0579991126677231,0.0627706869834469,0.0978006336668653,0.0824277710988779,0.0921425635566956,0.0304213129690754,0.0329418037513295,0.0579418806511934,0.0636661398827648,0.100776841860475,0.11247460874799,0.123932696717942,0.0307404510790038,0.0630438511275153,0.0402774020385726,0.023097948401027,0.0547090290801282,0.132276001377598,0.0825677392276405,0.0876407593320996,0.0762498447451517,0.0263591422798468,0.0485123200030751,0.0553722540302076,0.0803747021573647,0.0307672248169423,0.0955232416487541,0.0211293835718055,0.0592566728167055,0.0405345033441023,0.0353578073065772,0.0830281107888941,0.0491412868649508,0.121535385303539,0.145133773310448,0.0762609207163194,0.0356990541687963,0.0895063144474625,0.135390550977719,0.0606836661252865,0.108249457053785,0.0278500025601948,0.0465667916073024,0.00745878784662735,0.138414557407316,0.142073345576235,0.0375456003848994,0.134217956756024,0.0822204079306342,0.0246697940219705,0.0839553170602055,0.0457710739240428,0.0542404681761706,0.0789081477998899,0.0148514484421242,0.0624234794165882,0.102710855102906,0.0678791445784492,0.0746980565123965,0.0837355635777635,0.0838332387152457,0.123454596101741,0.0702754135130135,0.0811987172744415,0.0259413223705745,0.0701982251341016,0.116046546107055,0.182982660015973,0.0320820218170102,0.050477162635547,0.084861582716839,0.0832700842371413,0.0926694866591377
-48,0.0766690902890717,0.0604460594129517,0.0185857859883211,0.0926710373439825,0.03048390876639,0.0996850973473436,0.0880342343062502,0.061439303974338,0.0365588407110182,0.0851897106692509,0.0271210369957134,0.050368101132494,0.113737561619937,0.0830966407378596,0.14236135693479,0.061284252778885,0.127307471290666,0.0872241070353189,0.0634988457846256,0.0372417352054252,0.0286978550172598,0.147935967965974,0.0766881052530932,0.0325278366702331,0.10377556775185,0.0959713121587617,0.0831748829514618,0.0726085781078427,0.00521590603699477,0.04938554900382,0.0950206669597606,0.0652879453822688,0.0984803655829559,0.121398691758253,0.0409572576433464,0.0680472302413075,0.0736281234088543,0.0517609343620159,0.113483581130134,0.0580579897172816,0.0964005819560579,0.0959170927927534,0.0848251738080148,0.0349673227347549,0.102521897063486,0.0170035027528896,0.120978546097696,0.117807136341921,0.066922581806718,0.127884593796447,0.113521079738812,0.0768071453207687,0.0828848311607876,0.129296052417629,0.0149743965492983,0.0241697666677953,0.084978769668352,0.0961766586819827,0.115967915126763,0.0573128167463507,0.0944757732354466,0.0172166631456214,0.0390064347167417,0.0963016886688882,0.0214867702396454,0.0686046655478726,0.141654532563115,0.11317626157651,0.0447348191714298,0.0601496612755715,0.0302098349333855,0.0362299010910482,0.0617118109789921,0.11231669443099,0.0727345182082519,0.131533664598901,0.139261962093439,0.0696306841562207,0.0273091913468124,0.016989559408339,0.121105762358558,0.0896233999063966,0.052417970915753,0.0459266220763464,0.0742802052784272,0.0356595186704306,0.0553489186973224,0.0495942042239309,0.0979702826797972,0.143087655787723,0.114078726893381,0.0724266882498214,0.0499919877653661,0.0626913092262372,0.15500020013371,0.0854654789045838,0.178662868363546,0.070536367583853,0.0376532641613561,0.0389822301302281,0.0394548727882578,0.0796789596302839,0.0470444069205406,0.154880183677553,0.0869365366391701,0.0497574059361985,0.0839399751753777,0.0252912633307633,0.064164607759009,0.0820589122583921,0.020126536658614,0.026544849608954,0.13462747169186,0.072457038738578,0.0517876048186668,0.0507799870871168,0.0869249414591781,0.16488054202701,0.092468529235201,0.0699402887041373,0.0611143582283554,0.0621328798496099,0.0599882590161259,0.15222933890907,0.008554620868685,0.0742953564923843,0.0862013462540004,0.085425931735147,0.0697648499882944
-47.5,0.065673701812292,0.0458706328297488,0.0220454782755499,0.0883506886810032,0.0375250760726264,0.1068634256404,0.0872365882528076,0.0774642803737797,0.02824052425324,0.0730797671842797,0.0155328316465242,0.0756006214350957,0.105424456781812,0.0862309446438063,0.126584866700767,0.0912826829045282,0.0990979567120506,0.116402929723856,0.0473554355428273,0.0191722477706731,0.0422864489499184,0.158490840413686,0.0919545392408178,0.0263363837945764,0.0993822351048352,0.0681172642986684,0.08210754153301,0.0949501140455341,0.0314125518016695,0.044501865658844,0.0709093824304463,0.0842424436804897,0.124689095028093,0.0966799299440733,0.0200793721144909,0.0851274436428154,0.092752737373542,0.0198947120908613,0.0727085247551512,0.0687952368287877,0.0926334500587767,0.105899348300267,0.116265239363596,0.0288913603785127,0.0715844905718143,0.0448498212243526,0.138156378786511,0.125383036048918,0.0207916713906522,0.0691912225797196,0.06866328008324,0.0467171137297731,0.0841473170804006,0.14654873236581,0.0334192342434619,0.0237479835538866,0.0866738852308409,0.0819855915590667,0.0893538786436505,0.00419136144087767,0.152523347510907,0.0877839837682182,0.0914800403624866,0.117469810929037,0.0799474853074805,0.0544812622661578,0.114562189865402,0.124519360135789,0.0721086951711675,0.067038331651354,0.0345567966765738,0.0636509777779068,0.0461808653475644,0.094453928112732,0.0523079385166244,0.11257954619619,0.164282498308713,0.130139830097106,0.0617395396692042,0.053943113831377,0.0950826030308834,0.155091995900337,0.0406248003219341,0.0768120495352371,0.0715966929289092,0.0752141611899922,0.0625770480514068,0.014544618852412,0.0840669131602979,0.120504202871009,0.0879357935034553,0.0374392853853726,0.0794467081744557,0.026131510753786,0.115150884120191,0.0635731015178823,0.162791691040273,0.0898977017010572,0.0941625821645508,0.0380603492938264,0.0581400432792858,0.0601904702952923,0.0705218175505368,0.156396643257871,0.0929657934275174,0.0828305070561484,0.0491566529255592,0.0392704958543039,0.0617673370965841,0.0714059062230814,0.0302769410839627,0.0222974700088485,0.120884238753501,0.088613099240363,0.016064916631328,0.0705513524057279,0.101615844996365,0.182786474140984,0.115451261750384,0.0997804541513842,0.0847974007724949,0.0583669577656227,0.0175361890624544,0.0762823121792171,0.0281724467349858,0.0285603878868845,0.0800468675229127,0.0667178983953719,0.0578559445998697
-47,0.0209036876854745,0.0828021898359085,0.0509959300464973,0.13311886651068,0.0517450014878057,0.104089227154648,0.0880561306165401,0.0625153048221868,0.0218744155493796,0.112780536567185,0.0347834987038679,0.169727192508471,0.123804648655794,0.0913391244304073,0.137644486404753,0.121410729137817,0.0996490045339797,0.150396552648045,0.0190987295476878,0.0514878336683251,0.0463305189223796,0.097944269265701,0.0480453521196006,0.0329041429282006,0.0728393526176788,0.0348427582050104,0.0808535546838987,0.0992042605280214,0.0571379513009021,0.0196184050146776,0.0596941946087727,0.100854324528847,0.0856225949886656,0.052995009960555,0.0339198026411081,0.120880267405482,0.0666423781984462,0.0392653423736366,0.0252447673937556,0.0697483386103897,0.0885511650907637,0.108819347382872,0.147118700545724,0.0753866094421516,0.0437112877542667,0.052640431459774,0.131405196049345,0.12380904497522,0.036399722870006,0.0560836834407557,0.00762039101741292,0.045408817632697,0.0742716373877561,0.118309825471518,0.0798307687481684,0.0181068368209694,0.0673345133554966,0.0559258341099818,0.0737647971085491,0.070362433898573,0.165332635520392,0.108660955321813,0.143358403336452,0.140259068046444,0.122398535823649,0.0655823118272004,0.0921675475320854,0.162381835178117,0.111234172639206,0.105483798792125,0.0325982583088531,0.0326053682034679,0.0167259065784357,0.0670994448337151,0.0309927751073968,0.095527146997435,0.161245606582043,0.144743971838068,0.0932579200959765,0.100838817575932,0.0594456886068936,0.142186360871216,0.0690412647861301,0.0816895536500724,0.0980385646062937,0.0944592225086041,0.0381898656734257,0.0404009757943842,0.0490508308358753,0.0883571683231152,0.103361007927383,0.0146815354334929,0.11544411513833,0.105002656483231,0.0862530571069727,0.0512518176331969,0.103683186098641,0.0678336487341559,0.162430196911473,0.0626718191949165,0.0615446349108773,0.0725058701204142,0.0848107604266114,0.135774641338575,0.074330874065544,0.101443203007997,0.0399428545968848,0.063070238332724,0.0568249368297264,0.0648850707207738,0.021380338461199,0.00949422986493833,0.134197846668457,0.108143804410611,0.0410724939119473,0.0816196449226819,0.0858817757882746,0.18565498850658,0.156415180630083,0.0720685937127605,0.0645039159121013,0.0323596728584506,0.00807290042619251,0.00679360071806689,0.0478001561806369,0.0694761756026803,0.0998568769768566,0.034739889492814,0.062227949628437
-46.5,0.0465401785506639,0.103106715921027,0.0090282038536085,0.129687708617629,0.0709637542141855,0.0701557585907372,0.0732887349064636,0.0740468939841975,0.0272759665224834,0.0893319862515773,0.0709869663980423,0.221202450771803,0.14997091104139,0.0853157253841037,0.136017601105614,0.130139706703225,0.0899584617679354,0.120182596778932,0.0151361253356966,0.0209299584553474,0.0636239836321873,0.0887881978730285,0.0532666410054743,0.0309538710603352,0.0352925068211812,0.0247697221778635,0.0630320086364791,0.0856968573339916,0.0657283489546215,0.0112453914635918,0.067569821554699,0.106541069733368,0.0456989042683627,0.0525725786482593,0.0245325986765697,0.143847637107079,0.0488996283204595,0.0588955558105481,0.0333873358766589,0.0697170871175286,0.110087682974209,0.0914531167064619,0.105824439952408,0.092113732417841,0.0592180910656672,0.0466929827423889,0.132167886800446,0.12688591099383,0.0683556427217994,0.0420895062959938,0.0259268890047103,0.0886844438387491,0.0387945431895971,0.110718363808559,0.111427918763257,0.0383656611134453,0.0369231098424138,0.0198769018174287,0.035832453839617,0.0772676704430487,0.122630740688395,0.0711765333704169,0.132687160945521,0.135805867599383,0.146121130060951,0.0909224733034835,0.0451167747740252,0.11091842502721,0.125809818218933,0.13870457317789,0.0313815013106222,0.0263308129651935,0.0378753708197397,0.0774615307817402,0.0418673502059163,0.0849466906480762,0.124372584410607,0.121802098093457,0.109453258079499,0.102975786932414,0.0193928518506502,0.0826440341721811,0.104311289638361,0.0617641419760483,0.0985883130936369,0.0828456525794628,0.0346866706341088,0.0463652089419304,0.0326215641081786,0.0490105431874107,0.106132258655465,0.0330089792940377,0.10626538129869,0.124830665829503,0.0755118939993721,0.0488139652353114,0.071042152891607,0.0195276256846621,0.141558429438089,0.0819862587780055,0.0508891479579173,0.076701466530675,0.0939999780007955,0.0869836670390001,0.0599033952776425,0.106375500264059,0.0436817012684337,0.0549889556415193,0.0609551315686383,0.0610904918603582,0.0150337711816111,0.0683618162397259,0.0934437847319342,0.122944628193305,0.0989423329181005,0.0936294620434801,0.027489501192998,0.129222047751268,0.183989560080668,0.0500387978676263,0.0389872781055623,0.0463401865138766,0.0144482247388117,0.0491158864132115,0.0665010751400858,0.0413497478522704,0.0900333751060942,0.0211863417546766,0.0395705495643576
-46,0.0769363992898783,0.115469061652487,0.0258150007682396,0.119364676068719,0.113587680963595,0.0382709352036011,0.074204848599234,0.090188779687806,0.0321425385480148,0.0465137518393271,0.0817426809298019,0.213681508590318,0.164116165896957,0.0777174440333366,0.126544055656408,0.152988600173556,0.0959831008257629,0.0476146561061145,0.0224137702282033,0.0185989349816339,0.0549557226520549,0.0838069570692602,0.0846039598374199,0.0522349881512336,0.00848633490520182,0.0267019182295154,0.0517397974240664,0.0709238670245921,0.0669925228043509,0.0897292264092836,0.119932319392472,0.110874815677207,0.00953952806304807,0.0795831586781969,0.0159226078792152,0.149371523946059,0.0353505060372722,0.075012271119893,0.0356373571703202,0.0646202890513688,0.147339197560131,0.0812861891623612,0.0500223814558851,0.0820301483816197,0.09347499501594,0.0328065872161472,0.144064811163475,0.113793588131739,0.103477848040893,0.0251208722587774,0.0512489000886922,0.104567892449976,0.0866701530354055,0.107174903549781,0.14691722682293,0.111769291731174,0.0632448642476138,0.0702608480526143,0.053424623800799,0.0493342080781538,0.0744228829050708,0.0541768253285622,0.123287504808817,0.120425784352835,0.147410488553177,0.11879202653136,0.0473843241414669,0.0719807345902532,0.0913401965375076,0.120183572264099,0.0390306671230964,0.0335454917818404,0.0320359364030922,0.0759751354420718,0.0791005821012164,0.08766143826196,0.10344101814642,0.0793919780930292,0.0846460721300803,0.0877036789346406,0.0199551276498525,0.0452603949168646,0.0876934147152453,0.0267643688102749,0.0978246455122476,0.0766194012370863,0.042420426596926,0.0567747550610488,0.0809072404740918,0.00872060145719417,0.0898941772849124,0.0486121408906087,0.0788037676554711,0.133925614539604,0.0635537668980638,0.0383570663110732,0.0819106429972609,0.0298044079202866,0.111871910201101,0.101737043333057,0.0384537484725257,0.0606176990576888,0.0689194307309233,0.0439622429845877,0.111535134856053,0.113482903770515,0.04471402192617,0.0506061701510871,0.100664036639972,0.0616870818165052,0.0179058427432454,0.114097575464954,0.0546682310936958,0.136388144592508,0.138135619692034,0.141184441677188,0.0350581455396097,0.0304117779118657,0.122906906016289,0.0438248951131048,0.0082022556567282,0.0460805694522844,0.0218085265890809,0.0641801387969489,0.0769485317840079,0.0204548113158043,0.0378495136535079,0.0227461261506494,0.0212947264517031
-45.5,0.0903912094619288,0.0947689690241866,0.0419258453156689,0.0850307136904474,0.108768873311828,0.0487711298354645,0.0879945925490264,0.103748009191983,0.0476399993152957,0.00771261723008279,0.110899029256421,0.166527052374965,0.136475726897443,0.0522557919782464,0.0599597641633172,0.111672641047732,0.0855157115561079,0.0234377176090932,0.0467155975919826,0.0576186187926066,0.0544637748306276,0.123887705532613,0.126449462677888,0.062114488943624,0.0223099744580354,0.0225197954237213,0.0403648909008466,0.0467325219854456,0.0763284544929334,0.143053894005843,0.144659291310581,0.0958177987514865,0.0416203602996638,0.102842118872923,0.0558087502764124,0.13727466978216,0.0335200806552578,0.0789198530061935,0.0284531780690104,0.046418624342311,0.144983498429401,0.0585598917963166,0.0402653286459407,0.0736276812633298,0.0788229265799165,0.0164404882447624,0.136035104271208,0.125285757680207,0.105112214987428,0.00612500621448812,0.0531190195229082,0.0775481112491862,0.119603533958469,0.142363728244486,0.187922973804718,0.167936993376526,0.108787049195793,0.0682488561084417,0.0257677682214306,0.0730927017951256,0.0555927756086168,0.0594605608967477,0.128270661292965,0.115557698208955,0.142461373319591,0.1139345619617,0.0184911269377163,0.0272606825616898,0.0523472623179058,0.0930447921208581,0.0476110989687483,0.0354831580607024,0.0373367384821168,0.092173984241504,0.114631793410268,0.0687714734816548,0.0838209206917985,0.0466469381139099,0.0412335255962245,0.0515084358501475,0.0455122997669742,0.0476426283475583,0.0601923842699441,0.0358580641473682,0.0572908531366299,0.0696639425586999,0.0466126922173122,0.0678122631233151,0.0515280237314667,0.0738482013237227,0.078062757647641,0.0570255207002868,0.0418329031507995,0.129869091376001,0.0429740910653962,0.0270721366714246,0.105534281071623,0.077246857281615,0.0789954701961919,0.045970089016304,0.0372512340950273,0.0543979694944354,0.052182545753724,0.0220738364161909,0.137691449777107,0.121277044496378,0.0497230535323686,0.077686857846444,0.114779549805415,0.0620188872828046,0.0832042339754496,0.11423220529234,0.0376437278623208,0.0907219275383833,0.153766574385774,0.175708494555125,0.0428440398626623,0.0428785263420999,0.0725452627195147,0.0631070997054806,0.0337681771936434,0.0354481044586994,0.0361697656288647,0.0686822935811612,0.0305241602395728,0.00390985489788733,0.0499971844235813,0.0149331708641702,0.0378572931628051
